querry ion,Co-localized ion 0,Co-localized ion 1,Co-localized ion 2,Co-localized ion 3,Co-localized ion 4
255.89426476649754,1346.5052636962237,1350.5204539146016,1347.5087829688787,1349.5248133718442,1276.5518681667377
257.2264502243721,287.27335693188905,371.3598327207521,488.14316961153236,369.3515855843028,370.3557367575452
257.97542374824286,449.957807523662,1254.4818343233123,1238.5051382112792,1239.511831443896,1062.5006761339728
258.1102509961246,280.09301619436076,221.01862287142538,281.0961398505048,648.0811923799386,472.0707053549236
259.1143110109565,648.0811923799386,840.0641426280598,281.0961398505048,472.0707053549236,221.01862287142538
259.9857486348989,435.99415879546666,451.96570967264773,222.02876827567178,244.01187064166334,358.0460198580466
260.9925369827291,334.0828741207913,262.0615262722415,320.0674091983695,691.387833266733,658.393959505014
262.0615262722415,334.0828741207913,260.9925369827291,658.393959505014,320.0674091983695,691.387833266733
264.269469839671,602.5879027616743,628.6037015970614,792.6710369460975,621.6010716995045,650.6429199240175
265.27228740864916,637.5552883617175,710.5937594078538,830.6518562505212,877.6810088318525,927.6626648832207
267.8941096466092,423.9323418844051,422.92881278329355,269.89872149760527,270.9005499414436,268.9012698848609
268.9012698848609,269.89872149760527,423.9323418844051,270.9005499414436,267.8941096466092,790.9191924969684
269.89872149760527,268.9012698848609,270.9005499414436,423.9323418844051,267.8941096466092,422.92881278329355
270.9005499414436,269.89872149760527,267.8941096466092,423.9323418844051,268.9012698848609,422.92881278329355
273.95031804769934,291.9220197787274,251.9679369282464,465.9327384413387,289.9241152929154,481.9058460774934
276.0016274034889,1216.6882679040568,1215.6849149362058,840.0641426280598,648.0811923799386,281.0961398505048
280.09301619436076,221.01862287142538,258.1102509961246,281.0961398505048,648.0811923799386,472.0707053549236
281.0961398505048,648.0811923799386,221.01862287142538,472.0707053549236,280.09301619436076,259.1143110109565
282.279930988288,710.5937594078538,308.2956303295499,633.581413791519,901.7417623517979,793.6763835469984
287.27335693188905,257.2264502243721,488.14316961153236,371.3598327207521,653.440171857945,620.4289073390528
289.9241152929154,465.9327384413387,273.95031804769934,291.9220197787274,251.9679369282464,481.9058460774934
291.9220197787274,273.95031804769934,251.9679369282464,465.9327384413387,481.9058460774934,289.9241152929154
291.97530037058766,1247.6354381631295,1057.6508407425524,1248.6339449543718,1249.6363748721087,1081.66091068273
294.9775351911344,322.9723187405337,336.94899894239586,717.9165898014451,486.94624904062147,415.0458063202588
296.06653164979093,236.9933071272839,297.070414087907,298.06801307600637,237.99612615897544,1081.66091068273
296.993185872069,348.8629141819279,340.9826409710106,665.8293860330673,324.9882778466708,663.8382122797045
297.070414087907,296.06653164979093,298.06801307600637,236.9933071272839,237.99612615897544,1081.66091068273
298.06801307600637,297.070414087907,296.06653164979093,236.9933071272839,237.99612615897544,1081.66091068273
299.0689620400925,649.0832507360763,856.0366855412777,840.0641426280598,259.1143110109565,729.1783686568915
307.0449534726582,955.5271124270397,801.4485633037899,1421.968943481171,939.5402445234639,800.3873541564469
308.2956303295499,901.7417623517979,367.3211384026198,795.6829468689657,464.3141119933423,877.6810088318525
320.0674091983695,334.0828741207913,691.387833266733,260.9925369827291,658.393959505014,262.0615262722415
322.0571846188308,1068.520790630168,1421.968943481171,759.5611565613189,1330.5236057569227,995.5278515003731
322.9723187405337,294.9775351911344,336.94899894239586,486.94624904062147,717.9165898014451,415.0458063202588
324.9882778466708,296.993185872069,340.9826409710106,665.8293860330673,348.8629141819279,663.8382122797045
327.08059471666127,1078.5178560202048,1076.492149432459,1077.5126075920414,1003.488881508541,1002.4808827042559
334.0828741207913,260.9925369827291,262.0615262722415,320.0674091983695,658.393959505014,691.387833266733
336.94899894239586,322.9723187405337,294.9775351911344,717.9165898014451,486.94624904062147,415.0458063202588
338.96744661950675,348.8629141819279,340.9826409710106,663.8382122797045,486.94624904062147,665.8293860330673
339.28961840795307,340.29370109681986,480.3109746092455,702.5442663399747,729.5594636352854,462.2987340653756
340.29370109681986,339.28961840795307,633.581413791519,729.5594636352854,480.3109746092455,702.5442663399747
340.9826409710106,348.8629141819279,663.8382122797045,338.96744661950675,665.8293860330673,486.94624904062147
341.30587482314866,946.6819064300457,550.3509326145156,488.4471330155694,342.3090781120419,874.6363614724803
342.3090781120419,488.4471330155694,946.6819064300457,341.30587482314866,530.5311461850436,970.6909308406046
343.05440995457445,440.9488294480828,381.0112753121332,365.03619302230493,564.2944080580976,1060.497099239235
344.28044104992125,372.3117309081145,1599.2142009601148,608.4644830285447,426.3588515942955,975.8102121898467
346.0442151464375,1093.4881565039072,849.4599051935531,1092.48261105987,673.0980101334605,1091.4752613054447
348.07189420350505,425.985951457724,402.0228467957095,386.02763369263056,388.04214390731784,461.94983085505936
348.8629141819279,340.9826409710106,338.96744661950675,663.8382122797045,665.8293860330673,486.94624904062147
348.930948969116,919.5419579084203,364.9057160159376,1095.5266754110307,1111.5191886199927,379.94118760588844
348.95101304962486,975.4614239408268,948.4301464910526,875.4479621959839,874.4046155152708,734.2399420240761
353.2086778467011,1367.5010562074403,769.6288062459944,1383.5048368538087,1132.5256205709888,885.5471596084562
354.28052216707636,624.5076122885758,623.5045237275274,652.5390466705502,565.2644136105794,635.5406176058782
358.0460198580466,244.01187064166334,451.96570967264773,435.99415879546666,1241.692184884546,222.02876827567178
359.84882785379034,414.89123067532205,395.91574909223164,415.8975221585167,606.8739112398764,377.9432212644706
360.94984599224915,962.3595422787629,1303.8319342116292,1376.8868170154678,1337.8850515687577,1359.8746582362737
361.2116292773161,647.430198844607,626.4591170663191,752.3136694792702,1120.2873423851433,944.2756661712565
361.2730404182015,607.2442170267313,612.5441592388363,579.2105685069598,656.5710894211817,611.5404110297106
362.01259908542033,565.0199896809825,399.96975213113353,563.895309088542,525.9421238021318,527.072796844709
362.94598186144947,573.48460742882,552.5083964389055,1355.496130364979,1086.5692292611807,1084.5609362586238
364.9057160159376,377.9432212644706,348.930948969116,379.94118760588844,919.5419579084203,359.84882785379034
365.03619302230493,343.05440995457445,440.9488294480828,923.5876216718871,1258.445969608737,1237.5116372480697
366.9622577376273,229.9379358336693,231.94944081154472,232.9443110017553,443.90311517476727,444.90635756548966
367.3211384026198,901.7417623517979,308.2956303295499,464.3141119933423,795.6829468689657,508.37593640395994
368.0178714372918,1294.5298474500028,1146.5445591720127,1296.5411637843317,1311.534159846954,1046.5434423126037
368.3446318999228,370.3557367575452,369.3515855843028,371.3598327207521,257.2264502243721,287.27335693188905
369.3515855843028,370.3557367575452,371.3598327207521,257.2264502243721,368.3446318999228,287.27335693188905
370.05309497804274,408.0088667416027,410.00686437323594,425.985951457724,388.04214390731784,637.9538848896059
370.3557367575452,369.3515855843028,371.3598327207521,368.3446318999228,257.2264502243721,287.27335693188905
371.3598327207521,369.3515855843028,370.3557367575452,257.2264502243721,287.27335693188905,368.3446318999228
372.3117309081145,344.28044104992125,426.3588515942955,427.360903773003,608.4644830285447,975.8102121898467
372.883667809008,586.8466697045097,740.8797738761749,741.8806359416258,564.8632184853984,742.8772786652223
376.9279211896253,548.3211432011776,610.2956672316388,1058.5422869047597,716.3657747388964,1057.5371497395183
377.9432212644706,379.94118760588844,414.89123067532205,364.9057160159376,415.8975221585167,359.84882785379034
379.94118760588844,377.9432212644706,364.9057160159376,1287.5196079452694,348.930948969116,414.89123067532205
381.0112753121332,440.9488294480828,343.05440995457445,1236.491111745146,564.2944080580976,1228.483061886313
383.99190130259854,1106.4456047249614,640.181030410894,1084.4660417096147,1298.4290023668307,655.927965635832
386.02763369263056,348.07189420350505,402.0228467957095,461.94983085505936,425.985951457724,423.9832167715616
386.04693553929053,626.5233323368161,718.5378557449864,654.5519633537199,566.2658168118999,625.5185698873681
387.85301960434833,388.8588600982449,214.85040389554482,580.8404376147344,390.8578525665499,212.84825608895812
388.0208022733328,388.04214390731784,348.07189420350505,425.985951457724,637.9538848896059,410.00686437323594
388.04214390731784,410.00686437323594,425.985951457724,370.05309497804274,637.9538848896059,388.0208022733328
388.8588600982449,580.8404376147344,214.85040389554482,212.84825608895812,387.85301960434833,390.8578525665499
388.94539068734616,406.9534919967583,253.92382962773877,252.92723572887255,251.9200675989295,427.92860159418154
390.8578525665499,214.85040389554482,212.84825608895812,580.8404376147344,388.8588600982449,582.840510423508
392.03512591065646,621.9725890455994,429.9897445793582,509.9581703265451,1135.5336290222517,445.9843337948709
393.91649230458756,430.86458668402815,585.8996780963577,394.92028562448985,395.91574909223164,606.8739112398764
394.92028562448985,585.8996780963577,606.8739112398764,430.86458668402815,395.91574909223164,415.8975221585167
395.91574909223164,606.8739112398764,359.84882785379034,415.8975221585167,414.89123067532205,394.92028562448985
399.96975213113353,565.0199896809825,362.01259908542033,525.9421238021318,563.895309088542,653.9304350231664
400.3418966472872,428.37387843841327,546.30839463039,744.5636633916977,426.3588515942955,427.360903773003
402.0228467957095,461.94983085505936,425.985951457724,348.07189420350505,423.9832167715616,408.0088667416027
403.91074102866446,673.837140073407,481.85765791607287,965.8085460962263,1162.799168108336,950.8374631868232
404.1612431329979,1550.205360084019,1573.1852712224327,1086.6670243960434,1572.1826860587475,1571.1807398487047
404.8337194451579,788.7984248985686,581.8447057126559,596.8143301746358,810.7771899413083,598.8155118710872
405.9820354642083,870.3371949199733,1284.5681396932189,1107.5747546468983,1322.544533072995,1299.5591269476074
406.9168679046129,233.94754243884518,234.94334705245757,1405.8224449521633,228.93072168475976,1411.827547014916
406.9534919967583,388.94539068734616,253.92382962773877,252.92723572887255,251.9200675989295,966.9005264094156
408.0088667416027,370.05309497804274,445.96649479453697,423.9832167715616,461.94983085505936,410.00686437323594
410.00686437323594,370.05309497804274,388.04214390731784,408.0088667416027,425.985951457724,637.9538848896059
410.98692433689473,925.4597688324644,975.4614239408268,875.4479621959839,734.2399420240761,773.372510183112
414.89123067532205,415.8975221585167,359.84882785379034,395.91574909223164,377.9432212644706,606.8739112398764
415.0458063202588,486.94624904062147,338.96744661950675,663.8382122797045,348.8629141819279,340.9826409710106
415.8975221585167,414.89123067532205,395.91574909223164,359.84882785379034,606.8739112398764,377.9432212644706
420.0206513590074,1094.5302014932297,437.99449499845616,244.01187064166334,358.0460198580466,1286.52216808478
422.92881278329355,267.8941096466092,423.9323418844051,270.9005499414436,424.92444193962024,269.89872149760527
423.9323418844051,267.8941096466092,269.89872149760527,422.92881278329355,268.9012698848609,270.9005499414436
423.9832167715616,445.96649479453697,408.0088667416027,461.94983085505936,425.985951457724,370.05309497804274
424.00441646959376,754.5362685991726,699.4196524540307,755.544246322999,961.558721062024,445.9843337948709
424.92444193962024,459.8768781230449,422.92881278329355,267.8941096466092,423.9323418844051,270.9005499414436
425.9252527159787,228.93072168475976,1390.8464400106693,1405.8224449521633,1388.8450642948787,1410.825505994027
425.985951457724,388.04214390731784,370.05309497804274,423.9832167715616,402.0228467957095,637.9538848896059
426.3588515942955,427.360903773003,372.3117309081145,400.3418966472872,428.37387843841327,546.30839463039
427.360903773003,426.3588515942955,947.7830627860105,920.7519430406309,918.735407649637,613.5541565615773
427.92860159418154,428.9321984486555,774.9072338909555,251.9200675989295,253.92382962773877,252.92723572887255
428.0388073118818,404.1612431329979,1589.1549391735248,1588.1501175016033,1550.205360084019,891.6584850245536
428.37387843841327,400.3418966472872,744.5636633916977,546.30839463039,426.3588515942955,427.360903773003
428.9321984486555,427.92860159418154,774.9072338909555,251.9200675989295,253.92382962773877,252.92723572887255
429.9897445793582,621.9725890455994,392.03512591065646,445.9843337948709,509.9581703265451,754.5362685991726
430.86458668402815,585.8996780963577,394.92028562448985,393.91649230458756,606.8739112398764,395.91574909223164
433.9845134389685,509.9581703265451,1328.5259967416168,1134.531963758249,1135.5336290222517,1136.5390198053094
435.99415879546666,451.96570967264773,259.9857486348989,222.02876827567178,244.01187064166334,358.0460198580466
437.99449499845616,611.9992380048909,627.9722729076393,358.0460198580466,1191.666385963159,420.0206513590074
439.9776093267584,445.96649479453697,461.94983085505936,402.0228467957095,408.0088667416027,370.05309497804274
440.9488294480828,343.05440995457445,381.0112753121332,564.2944080580976,1228.483061886313,1060.497099239235
442.89549168461576,849.8698666303749,850.8690495173248,660.8675673431801,657.8625189655502,659.8671119255142
443.90311517476727,445.9085231217184,230.9461171508732,232.9443110017553,444.90635756548966,600.9345663765218
444.90635756548966,600.9345663765218,445.9085231217184,443.90311517476727,446.9028905524393,598.9292975615128
445.9085231217184,443.90311517476727,230.9461171508732,444.90635756548966,600.9345663765218,598.9292975615128
445.96649479453697,408.0088667416027,423.9832167715616,461.94983085505936,370.05309497804274,402.0228467957095
445.9843337948709,429.9897445793582,621.9725890455994,754.5362685991726,392.03512591065646,424.00441646959376
446.9028905524393,600.9345663765218,444.90635756548966,598.9292975615128,445.9085231217184,443.90311517476727
447.9061938698268,1236.8188233882715,1235.8174066812453,1198.867842225765,1252.7925585250625,1234.8198879012389
449.957807523662,257.97542374824286,1254.4818343233123,1238.5051382112792,1062.5006761339728,1237.5116372480697
450.17946647700535,494.1930508322779,1074.5347175338602,548.3211432011776,376.9279211896253,1070.526144050382
451.96570967264773,435.99415879546666,259.9857486348989,244.01187064166334,358.0460198580466,222.02876827567178
456.1019253798638,849.4599051935531,941.5483051120433,346.0442151464375,775.4382274341575,830.4462949065598
459.2507231588004,694.3481043167009,887.3155772223379,1078.2967823577844,711.3313835624724,886.3179096430603
459.8768781230449,424.92444193962024,422.92881278329355,267.8941096466092,423.9323418844051,270.9005499414436
460.8805024260232,614.9039232299083,998.8759455498803,462.8815971474105,808.9044368469736,1000.8857035014415
461.8816982249991,806.9008409307578,614.9039232299083,460.8805024260232,998.8759455498803,1174.8790019740268
461.94983085505936,402.0228467957095,445.96649479453697,408.0088667416027,423.9832167715616,425.985951457724
462.2987340653756,587.5410256449705,480.3109746092455,590.5584234983219,703.5443457623443,702.5442663399747
462.8815971474105,653.8634106966302,667.8248629666634,651.8640190032474,460.8805024260232,652.8686621690276
463.87902194621665,1211.8251806496019,1058.8069544575028,1022.857612647643,866.8346304189909,1021.8710328174353
463.93701035479216,789.5264283355372,1216.511862865124,1218.5177163882188,1040.5404863915783,851.5798208920537
464.3141119933423,367.3211384026198,308.2956303295499,901.7417623517979,795.6829468689657,508.37593640395994
465.8826533907314,466.8912138076706,1218.8437111811247,1182.886524814886,1219.8435718639885,1220.8564617030165
465.9327384413387,289.9241152929154,273.95031804769934,291.9220197787274,251.9679369282464,481.9058460774934
466.1622666038627,667.4409743983788,666.4355659927171,754.3967003205664,705.3953375019148,704.3926268784891
466.3301150488463,690.5034211984961,689.4960227002409,969.6722410869093,662.4737703952343,678.5043860143919
466.8912138076706,465.8826533907314,1218.8437111811247,1182.886524814886,1219.8435718639885,1026.8596769275941
467.93003253147583,1579.0997335657269,778.2114848368137,541.9147213665227,481.9058460774934,251.9679369282464
472.0707053549236,648.0811923799386,281.0961398505048,259.1143110109565,258.1102509961246,221.01862287142538
475.22399797101883,537.3185692091763,535.300707531873,536.2972924976757,1094.2702793038561,496.34126674073116
476.22658780019924,726.3056148743453,498.3468020865114,1296.9010038592078,1297.903245929229,537.3185692091763
477.93333793556565,439.9776093267584,402.0228467957095,362.01259908542033,653.9304350231664,461.94983085505936
478.33138275673616,1298.4290023668307,1143.5416881665487,1084.5609362586238,1299.4324251974404,1355.496130364979
479.33333821302074,799.309552198688,783.3235377116102,799.4254628096581,410.98692433689473,734.2399420240761
480.3109746092455,462.2987340653756,587.5410256449705,590.5584234983219,702.5442663399747,703.5443457623443
480.92135647188854,653.115166003649,673.0980101334605,1091.4752613054447,1093.4881565039072,652.1182950264455
481.85765791607287,1426.801160689041,673.837140073407,1250.7928221001082,676.8423944784503,1251.787596749365
481.9058460774934,251.9679369282464,541.9147213665227,291.9220197787274,273.95031804769934,465.9327384413387
482.3614619018134,831.6949759728969,841.7143856749253,927.6626648832207,916.7851696024755,917.7873037727975
485.2728203451057,912.3335651025952,913.3308330764562,736.4036310103074,1327.885137300334,592.2957407989843
486.94624904062147,338.96744661950675,415.0458063202588,348.8629141819279,340.9826409710106,663.8382122797045
487.9747894612119,563.895309088542,525.9421238021318,410.00686437323594,388.04214390731784,370.05309497804274
488.14316961153236,620.4289073390528,653.440171857945,257.2264502243721,592.3979174887361,287.27335693188905
488.4471330155694,342.3090781120419,946.6819064300457,530.5311461850436,341.30587482314866,970.6909308406046
494.1930508322779,450.17946647700535,1074.5347175338602,548.3211432011776,704.3521255631597,376.9279211896253
494.32650084949,497.343645151092,496.34126674073116,537.3185692091763,533.2877584174868,475.22399797101883
496.34126674073116,497.343645151092,494.32650084949,537.3185692091763,535.300707531873,536.2972924976757
497.343645151092,494.32650084949,496.34126674073116,537.3185692091763,498.3468020865114,475.22399797101883
498.3468020865114,476.22658780019924,537.3185692091763,726.3056148743453,497.343645151092,494.32650084949
500.31040753070914,1162.546289691456,699.4196524540307,1354.5306860476985,961.558721062024,1315.5371521348284
501.23934376941395,522.3556519321342,560.3119137941904,561.3157693889827,1055.6511310991493,625.4575848299664
502.245336008667,752.3136694792702,944.2756661712565,677.2537008248463,625.4575848299664,1120.2873423851433
502.29430719161576,546.2605943111951,679.4770391904731,578.3814440429564,740.539048964831,802.6436101228949
503.2483148307256,698.3887679471204,670.3590503480261,1072.5272170370845,676.3721553980829,1088.5458630539288
503.96091468759255,650.5225622268006,565.2644136105794,624.5076122885758,635.5406176058782,354.28052216707636
504.34533074905556,506.36168673879206,804.6225528583128,1058.648145588937,786.5928804602315,1004.5255196677489
506.2667529329846,1470.139744848308,1509.0984763359681,1466.1500677619124,1504.1078636319094,1683.1000111301732
506.36168673879206,804.6225528583128,504.34533074905556,906.5200882806827,907.5291518220968,616.3306182327715
508.37593640395994,633.581413791519,729.5594636352854,464.3141119933423,795.6829468689657,901.7417623517979
509.9581703265451,1135.5336290222517,1328.5259967416168,392.03512591065646,1326.5678661591958,1327.5200204713028
516.2990710973256,947.5627315591516,1188.521568261655,1189.5292662027096,1380.4989866164005,1110.5192727204371
518.2789906941377,883.5370374733277,882.510525598488,556.2212375654707,1574.1688190976458,854.5100308062574
518.3230458324069,519.3269710162383,886.3179096430603,710.3681869660095,1078.2967823577844,887.3155772223379
519.3269710162383,518.3230458324069,886.3179096430603,1078.2967823577844,887.3155772223379,710.3681869660095
519.9440375580822,1144.405386244678,1143.404470407197,1318.4180356284169,1578.1052151027711,1142.3987179845544
520.2652026045062,570.3476584167086,994.5502306936451,1101.6292533281744,1578.1052151027711,697.2182007037679
520.3237354789521,542.3104633709481,558.2984192577005,918.5585789011111,559.3112521533951,973.5343630085746
522.3556519321342,561.3157693889827,560.3119137941904,501.23934376941395,1055.6511310991493,625.4575848299664
523.2313302567402,1341.8711834053925,585.3169994976031,1325.8914906481177,1300.8853529279536,1326.9095009205744
523.3595373113756,1296.5411637843317,1294.5298474500028,368.0178714372918,1144.5484471308596,1337.5238714275201
524.3666629486088,886.5417460749886,525.373099746355,728.3840066819721,768.394547651299,1165.5524425727472
525.373099746355,886.5417460749886,524.3666629486088,716.3657747388964,768.394547651299,728.3840066819721
525.9421238021318,563.895309088542,487.9747894612119,410.00686437323594,565.0199896809825,388.04214390731784
527.072796844709,611.5404110297106,579.2105685069598,872.4568675414898,362.01259908542033,790.4882657721412
530.2023192597788,1214.5032387440492,847.444832707548,847.5380550923953,1038.5082204667146,809.4789638232778
530.3256054337544,745.6067811081289,1528.1531667069273,773.6180880315362,768.5905093106495,794.4943004196275
530.5311461850436,488.4471330155694,342.3090781120419,970.6909308406046,946.6819064300457,678.5043860143919
532.2821279095385,706.3977137229531,689.4288011652565,688.4298547239116,705.3953375019148,629.3600532450267
533.2877584174868,494.32650084949,537.3185692091763,497.343645151092,1296.9010038592078,476.22658780019924
534.2966242404339,536.2972924976757,903.2895751725832,535.300707531873,1094.2702793038561,902.29424844914
535.300707531873,536.2972924976757,534.2966242404339,903.2895751725832,1094.2702793038561,902.29424844914
536.2972924976757,534.2966242404339,535.300707531873,1094.2702793038561,903.2895751725832,902.29424844914
537.3185692091763,475.22399797101883,497.343645151092,496.34126674073116,494.32650084949,726.3056148743453
538.3027607489876,1297.903245929229,727.2831509741192,476.22658780019924,726.3056148743453,919.2638319929881
538.3512101335502,774.4095188646047,975.4614239408268,990.4561550016649,874.4046155152708,776.4372472931308
540.2481931297527,845.6776368218556,846.6845914816638,842.5396810981426,775.6107808605803,843.5450070239824
541.9147213665227,481.9058460774934,251.9679369282464,291.9220197787274,273.95031804769934,465.9327384413387
542.2481015543151,954.5219515621691,747.5740435426255,942.5515913262254,629.5473138701243,590.2602684732703
542.3104633709481,559.3112521533951,520.3237354789521,558.2984192577005,670.3590503480261,1056.5382505191558
544.3397780629454,545.3422843855983,1206.6345748076462,599.4460965320952,600.4465058151399,1013.657727159722
545.3422843855983,544.3397780629454,1206.6345748076462,912.3335651025952,485.2728203451057,736.4036310103074
546.2605943111951,502.29430719161576,679.4770391904731,578.3814440429564,804.6225528583128,568.2469554929721
546.30839463039,400.3418966472872,428.37387843841327,744.5636633916977,426.3588515942955,427.360903773003
546.3521005186986,1142.9271994517928,427.92860159418154,774.9072338909555,428.9321984486555,1144.9319334541751
548.3211432011776,376.9279211896253,1058.5422869047597,610.2956672316388,450.17946647700535,1074.5347175338602
548.5418835742337,549.5452594899004,1187.5325368276003,885.5471596084562,801.4485633037899,995.5278515003731
549.0550096654595,1191.511481211214,1187.5325368276003,1368.5031173050238,714.505644098628,1175.5312426744922
549.5452594899004,548.5418835742337,885.5471596084562,995.5278515003731,962.5327892517898,1187.5325368276003
550.3509326145156,874.6363614724803,341.30587482314866,592.3979174887361,620.4289073390528,653.440171857945
551.5051253212935,1142.5386715252582,1141.5679285326257,1140.5124647194127,964.493529433722,950.5261246476964
552.5083964389055,573.48460742882,1143.5416881665487,1084.5609362586238,362.94598186144947,1103.5587909491694
553.169037991551,824.0908399933019,729.1783686568915,649.0832507360763,1032.0481085332199,299.0689620400925
555.9459764917382,1291.5526237269185,1115.586429683222,1272.5211529422077,1119.5370026404648,1092.5481619233813
556.2212375654707,883.5370374733277,882.510525598488,518.2789906941377,1574.1688190976458,908.6483609362842
557.2316950300477,589.5538541397461,646.6149508457361,647.6179802536564,703.5443457623443,590.5584234983219
557.8979841604086,1144.405386244678,1578.1052151027711,519.9440375580822,1318.4180356284169,579.8610967009818
558.2300329798798,1374.5206102934376,1734.1455448736497,577.5202981880509,966.5331832854392,1340.4227441318315
558.2984192577005,559.3112521533951,865.4942496489388,973.5343630085746,542.3104633709481,520.3237354789521
559.3112521533951,542.3104633709481,558.2984192577005,1165.5524425727472,648.3356161213601,999.5304284389829
560.0038274215622,959.5799417346891,1244.7131630530812,958.5753089013823,523.3595373113756,368.0178714372918
560.3119137941904,561.3157693889827,522.3556519321342,1055.6511310991493,501.23934376941395,1231.6627948190062
561.3157693889827,560.3119137941904,522.3556519321342,1055.6511310991493,501.23934376941395,1231.6627948190062
562.2356767194437,784.3993924969019,991.459498886189,939.5402445234639,800.3873541564469,801.4485633037899
562.324235125513,563.3119802937752,524.3666629486088,886.5417460749886,728.3840066819721,525.373099746355
563.3119802937752,562.324235125513,524.3666629486088,886.5417460749886,728.3840066819721,525.373099746355
563.5401671005313,875.7193924051714,591.5706203401533,1508.185748716413,607.5585468254102,1507.1869074178298
563.895309088542,525.9421238021318,487.9747894612119,410.00686437323594,637.9538848896059,653.9304350231664
564.2944080580976,1060.497099239235,1228.483061886313,1029.5072462398102,1236.491111745146,959.4863896121435
564.8632184853984,758.8512994359028,566.8649586780848,231.93610412369208,741.8806359416258,586.8466697045097
565.0199896809825,362.01259908542033,563.895309088542,525.9421238021318,399.96975213113353,637.9538848896059
565.2644136105794,624.5076122885758,354.28052216707636,623.5045237275274,652.5390466705502,635.5406176058782
565.8709840480908,758.8512994359028,757.8578559853152,564.8632184853984,231.93610412369208,601.8155798541427
566.2658168118999,625.5185698873681,718.5378557449864,626.5233323368161,386.04693553929053,654.5519633537199
566.3224456283788,582.2972653691936,583.3011358431465,584.3228068065039,567.3271414559599,598.2992569150858
566.8649586780848,564.8632184853984,758.8512994359028,741.8806359416258,231.93610412369208,742.8772786652223
567.3271414559599,598.2992569150858,584.3228068065039,582.2972653691936,583.3011358431465,950.286137966649
568.2469554929721,714.3645459195511,836.6624939122858,748.4567080267019,735.4322161539985,847.6397684873482
568.2853134558654,606.2279362923123,878.537180333604,879.5524734676097,825.5610904948446,916.5285129804279
568.3393029267847,606.297655283244,607.2973530866329,608.3215116566963,974.2867007127749,590.3222476190958
569.3404600339211,591.3222167706226,1101.6292533281744,590.3222476190958,1365.8644551345635,974.2867007127749
570.3476584167086,623.3050346152284,1365.8644551345635,1323.8611210104227,1101.6292533281744,609.3123598651433
570.523066856957,696.5230730317703,1329.5260880763444,946.5044302442082,1138.5410883454983,1121.5511788809645
573.48460742882,362.94598186144947,552.5083964389055,758.5610944291207,1084.5609362586238,1355.496130364979
576.5725005329465,1202.5269633685457,1208.6180982670494,714.505644098628,1255.5172067501665,943.5559411401098
577.5202981880509,1734.1455448736497,1735.13862642291,1374.5206102934376,578.5231647278407,1722.14794509092
578.2151836705382,844.471294359313,845.4451088412034,807.4800013095298,846.4369740687139,806.4430575568911
578.3814440429564,679.4770391904731,706.5019107564127,678.5043860143919,970.6909308406046,634.4452560583575
578.5231647278407,1376.5254327415475,1340.4227441318315,1375.514058867569,1206.4988363089192,1150.4465646668414
579.2105685069598,607.2442170267313,656.5710894211817,611.5404110297106,612.5441592388363,361.2730404182015
